# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "/scratch_tmp/grp/msc_appbio/group1/ref_gen/raw_refgen/GCF_000146045.2/genomic.gtf" "-g" "db_xref" "-o" "/scratch_tmp/grp/msc_appbio/group1/outputs/readCounts/readCounts2.txt" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam
GenBank:NM_001178408.1	NC_001134.8	360652	362514	-	1863	3514	3446	4111	3895
GenBank:NM_001178409.3	NC_001134.8	364787	365719	-	933	2822	2962	2563	2597
GenBank:NM_001178410.1	NC_001134.8;NC_001134.8	365976;366585	366502;366600	-;-	543	19469	18269	14479	16429
GenBank:NM_001178411.1	NC_001134.8	366970	368184	-	1215	4036	3940	3786	3860
GenBank:NM_001178413.3	NC_001134.8	368584	369678	-	1095	2086	2117	2394	1698
GenBank:NM_001178414.1	NC_001134.8	370037	370699	-	663	5689	3783	1821	3153
GenBank:NM_001178415.1	NC_001134.8	372103	372735	-	633	267559	299335	300089	274981
GenBank:NM_001178416.4	NC_001134.8	373861	375690	-	1830	46828	49907	37672	39526
GenBank:NM_001178417.1	NC_001134.8	376574	378433	-	1860	1047	979	1314	2103
GenBank:NR_172475.1	NC_001134.8	376610	378633	+	2024	392	458	445	406
GenBank:NM_001178418.1	NC_001134.8	379221	379934	-	714	3333	3214	4447	4782
GenBank:NM_001178419.3	NC_001134.8	380411	381046	+	636	11892	12234	16055	15834
GenBank:NM_001178420.1	NC_001134.8	382030	382674	+	645	1274145	1266216	1345039	873397
GenBank:NM_001184540.1	NC_001134.8	382860	383021	-	162	205	148	201	128
GenBank:NM_001178421.4	NC_001134.8	383112	385988	+	2877	4853	5877	5635	7530
GenBank:NM_001178422.2	NC_001134.8	386286	389216	+	2931	6152	6494	5517	6363
GenBank:NM_001178424.2	NC_001134.8	390227	391291	+	1065	1052	979	1194	1355
GenBank:NM_001178425.3	NC_001134.8	391805	392293	-	489	6272	5879	6328	6430
GenBank:NM_001178426.2	NC_001134.8;NC_001134.8	393123;393511	393180;394742	+;+	1290	17593	22784	20217	25216
GenBank:NM_001178427.1	NC_001134.8	395383	398277	-	2895	14792	15651	15285	13834
GenBank:NM_001178428.3	NC_001134.8	398614	400890	-	2277	6807	7212	6332	5876
GenBank:NM_001178429.1	NC_001134.8	401253	405251	-	3999	7342	7231	8025	6323
GeneID:852374	NC_001134.8	405878	405949	+	72	7	20	18	36
GeneID:852375	NC_001134.8	405960	406031	+	72	8	17	6	40
GenBank:NM_001178430.1	NC_001134.8;NC_001134.8	406628;407123	407027;407169	-;-	447	14309	20544	13717	21389
GenBank:NM_001178431.3	NC_001134.8	409169	410629	+	1461	4763	5591	6175	6608
GenBank:NM_001178432.1	NC_001134.8	411054	413981	+	2928	4847	5406	6336	9684
GenBank:NM_001180057.1	NC_001134.8;NC_001134.8	414186;415260	414753;415261	-;-	570	31001	34216	34849	49549
GenBank:NM_001178433.3	NC_001134.8	415983	416906	+	924	69	172	79	132
GenBank:NM_001184443.1	NC_001134.8	418907	419164	-	258	77325	64835	43935	37082
GenBank:NM_001178434.1	NC_001134.8	420201	423041	-	2841	15002	14701	19661	17598
GenBank:NM_001178435.3	NC_001134.8	423765	424829	+	1065	2574	2818	2733	3464
GenBank:NM_001178436.1	NC_001134.8	424990	425766	-	777	3371	3995	4673	7365
GenBank:NM_001180058.2	NC_001134.8	426190	426489	-	300	9736	10219	9074	10748
GenBank:NM_001178438.4	NC_001134.8;NC_001134.8	426333;426874	426516;427058	-;-	369	426	498	322	335
GenBank:NM_001178439.1	NC_001134.8	427155	427484	-	330	1477	1582	1137	1877
GenBank:NM_001178440.1	NC_001134.8	427698	429101	-	1404	1248	1208	1483	1316
GenBank:NM_001178441.3	NC_001134.8	429548	430951	-	1404	2440	2848	2011	2023
GenBank:NM_001178442.2	NC_001134.8	432036	434297	+	2262	6979	6578	7274	6294
GenBank:NM_001178443.1	NC_001134.8	434406	435698	-	1293	4844	5062	4327	4313
GenBank:NM_001178444.3	NC_001134.8	436021	436713	+	693	2051	2400	2253	6038
GenBank:NM_001178445.2	NC_001134.8	436951	441315	+	4365	3145	3311	3215	3612
GenBank:NM_001178446.1	NC_001134.8	441515	443590	+	2076	5684	6033	5205	4302
GenBank:NM_001178449.3	NC_001134.8	443821	444693	-	873	34940	37800	28615	25358
GenBank:NM_001178450.1	NC_001134.8	445062	447323	-	2262	4660	4777	4147	3826
GenBank:NM_001178451.1	NC_001134.8	447709	449316	+	1608	5204	5362	5189	4567
GenBank:NM_001178452.3	NC_001134.8	449667	450656	+	990	1433	1699	1073	2095
GenBank:NM_001178453.1	NC_001134.8	450881	451969	-	1089	6948	9337	5362	6807
GenBank:NM_001178454.1	NC_001134.8	452658	453224	+	567	30940	34432	25615	38769
GenBank:NM_001178455.3	NC_001134.8	453793	454530	-	738	1780	2512	1377	1059
GenBank:NM_001178456.2	NC_001134.8	454822	457665	+	2844	6360	6876	7190	4731
GenBank:NM_001178457.1	NC_001134.8	457919	458362	-	444	18634	19310	19439	18636
GenBank:NM_001178458.3	NC_001134.8	458872	460221	+	1350	7836	7381	5987	6526
GenBank:NM_001178459.1	NC_001134.8	461178	461873	-	696	9135	9229	8461	9906
GenBank:NM_001184520.1	NC_001134.8;NC_001134.8;NC_001134.8	462139;462290;462500	462209;462429;462579	+;+;+	291	10648	8468	8145	9815
GenBank:NM_001178460.3	NC_001134.8	462870	465770	-	2901	5728	6717	7600	6969
GenBank:NM_001178462.1	NC_001134.8	467248	469620	+	2373	4284	4793	4317	4317
GenBank:NM_001178463.1	NC_001134.8	469748	473926	-	4179	8600	9706	10001	9656
GenBank:NM_001178465.3	NC_001134.8	474392	476437	-	2046	71103	58217	90383	50562
GenBank:NM_001178466.1	NC_001134.8	477671	479047	+	1377	157684	183956	158299	133111
GenBank:NM_001178467.1	NC_001134.8;NC_001134.8	479338;479435	479345;480323	+;+	897	5057	5452	3955	4339
GenBank:NM_001178468.3	NC_001134.8	480435	480923	-	489	3057	2945	2565	3816
GenBank:NM_001178469.2	NC_001134.8	481364	483367	-	2004	14710	16495	14916	17770
GenBank:NM_001178470.1	NC_001134.8	483970	484503	-	534	5822	6466	5211	7578
GenBank:NM_001178471.3	NC_001134.8	484742	486691	-	1950	3780	3850	3731	3139
GenBank:NM_001178473.1	NC_001134.8	487199	488380	-	1182	3855	4239	3560	3932
GenBank:NM_001178474.1	NC_001134.8	488905	490392	-	1488	28243	26637	37212	24467
GenBank:NM_001270740.1	NC_001134.8	490850	491056	+	207	5013	5795	4445	6395
GenBank:NM_001178475.3	NC_001134.8	491269	492822	-	1554	27971	28454	31748	23866
GenBank:NM_001178476.1	NC_001134.8	493081	494115	-	1035	1833	1817	1967	1712
GenBank:NM_001178477.1	NC_001134.8	494353	495339	-	987	6996	5405	6545	8220
GenBank:NM_001178478.3	NC_001134.8	495592	496869	-	1278	1810	2091	1899	2012
GenBank:NM_001178479.3	NC_001134.8	497163	499277	+	2115	1720	1568	1515	1337
GenBank:NM_001178480.1	NC_001134.8	499652	501442	-	1791	4232	4520	4791	5153
GenBank:NM_001178481.1	NC_001134.8	501804	504287	-	2484	3498	4059	3844	3461
GenBank:NM_001178483.3	NC_001134.8	504854	505306	+	453	3496	3923	3189	3137
GenBank:NM_001178484.3	NC_001134.8	505668	512774	+	7107	3266	3198	2783	2402
GenBank:NM_001178485.2	NC_001134.8	513044	513583	+	540	6164	6640	5235	6327
GenBank:NM_001178486.2	NC_001134.8	513762	515336	-	1575	2668	2458	2457	2086
GenBank:NM_001178487.3	NC_001134.8	515664	517190	+	1527	13555	12390	15065	11398
GenBank:NM_001178488.3	NC_001134.8	517350	526628	-	9279	11683	11962	13227	11938
GenBank:NM_001178489.2	NC_001134.8	527025	528038	-	1014	1616	1657	1641	1730
GenBank:NM_001178490.1	NC_001134.8	528317	530638	+	2322	3518	3917	3193	3844
GenBank:NM_001178491.3	NC_001134.8	530869	532182	-	1314	13709	14178	13469	15058
GenBank:NM_001348890.1	NC_001134.8	533235	533549	-	315	58	44	42	53
GenBank:NM_001178493.3	NC_001134.8	533762	534817	+	1056	4670	4674	2913	3092
GenBank:NM_001178494.1	NC_001134.8	535260	536096	+	837	6876	7502	6833	10078
GenBank:NM_001178495.1	NC_001134.8	536575	537465	+	891	7127	5521	6798	5238
GenBank:NM_001178496.3	NC_001134.8	537876	539705	+	1830	911	978	1063	1291
GenBank:NM_001178497.3	NC_001134.8	539987	541021	+	1035	36648	35808	43097	35714
GenBank:NM_001178498.1	NC_001134.8	541209	544493	-	3285	6184	5643	5583	4290
GenBank:NM_001178499.1	NC_001134.8	545028	545978	+	951	13088	13014	11236	13061
GenBank:NM_001178500.3	NC_001134.8	546376	547251	+	876	1163	1289	1141	1012
GenBank:NM_001178501.3	NC_001134.8	547460	548194	+	735	2231	2548	2528	3126
GenBank:NM_001178502.1	NC_001134.8	548362	549009	-	648	6140	6569	5997	9327
GenBank:NM_001178503.1	NC_001134.8	549771	550928	+	1158	4096	4706	4010	5000
GenBank:NM_001178504.3	NC_001134.8	551104	553200	-	2097	1495	1548	1139	1074
GenBank:NM_001178505.3	NC_001134.8	553543	554310	-	768	14308	13351	9566	8163
GenBank:NM_001178506.1	NC_001134.8	556549	558198	+	1650	12948	18634	28443	52107
GenBank:NM_001178507.1	NC_001134.8	558685	559728	+	1044	7557	6436	6595	8692
GenBank:NM_001178508.3	NC_001134.8	560078	560974	+	897	5857	5683	4904	4461
GenBank:NM_001178509.3	NC_001134.8	561634	562764	+	1131	2668	2793	2229	2358
GenBank:NM_001178510.1	NC_001134.8	563203	564570	-	1368	11970	17505	24003	42041
GenBank:NM_001180059.1	NC_001134.8	565231	565428	+	198	5828	6802	6130	14137
GenBank:NM_001178511.3	NC_001134.8	565723	567480	+	1758	3231	3799	2875	2948
GenBank:NM_001178512.3	NC_001134.8	567875	568426	-	552	5336	4732	3999	7264
GenBank:NM_001178513.1	NC_001134.8	568852	569685	+	834	5009	4468	3706	3914
GenBank:NM_001178514.1	NC_001134.8	569842	571200	-	1359	4676	4949	4163	5448
GenBank:NM_001178515.3	NC_001134.8	571468	571890	-	423	3594	3161	2392	2791
GenBank:NM_001178516.3	NC_001134.8	572371	573612	+	1242	4194	3890	3911	4089
GenBank:NM_001178517.1	NC_001134.8	573915	575996	-	2082	50622	54880	48021	35513
GenBank:NM_001178518.1	NC_001134.8	576344	578086	-	1743	8520	9133	8337	7532
GenBank:NM_001178519.3	NC_001134.8	578364	578984	+	621	6658	6351	5607	7747
GenBank:NM_001178520.3	NC_001134.8	579150	581372	-	2223	4978	5566	5140	5037
GenBank:NM_001178521.1	NC_001134.8	581726	582172	-	447	16415	16685	18107	18310
GenBank:NM_001178523.1	NC_001134.8	582408	583355	+	948	2455	2265	2301	3535
GenBank:NM_001178524.3	NC_001134.8	583720	584658	+	939	2327	2571	1969	2863
GenBank:NM_001178525.3	NC_001134.8	584807	586162	-	1356	4334	4760	5695	6716
GenBank:NM_001178527.1	NC_001134.8	586547	589114	-	2568	8710	8742	9598	7877
GenBank:NM_001178528.1	NC_001134.8	589741	591459	+	1719	850	837	705	711
GenBank:NM_001178529.3	NC_001134.8;NC_001134.8	591712;592769	592416;592774	-;-	711	20472	22971	21418	32447
GenBank:NM_001178530.3	NC_001134.8	593506	594864	-	1359	1613	1911	1436	1790
GenBank:NM_001184586.1	NC_001134.8	595361	595555	-	195	59	60	47	79
GenBank:NM_001178531.1	NC_001134.8	596115	597065	+	951	2899	2668	4197	4076
GenBank:NM_001178532.3	NC_001134.8	597363	598934	+	1572	1573	1221	1307	1694
GenBank:NM_001178533.3	NC_001134.8	599123	599959	-	837	3227	3589	3144	5694
GenBank:NM_001178534.1	NC_001134.8;NC_001134.8	600553;602217	602103;602360	+;+	1695	2021	2162	1852	1584
GenBank:NM_001178535.1	NC_001134.8	602634	603476	+	843	5064	5211	4909	6828
GenBank:NM_001178536.3	NC_001134.8	603685	604107	-	423	2047	2185	1989	2817
GenBank:NM_001178537.3	NC_001134.8;NC_001134.8	604508;604928	604514;605508	+;+	588	23193	27759	28184	44600
GenBank:NM_001178539.1	NC_001134.8;NC_001134.8	606270;606669	606280;607140	+;+	483	21508	25412	26750	45562
GenBank:NM_001178540.1	NC_001134.8	607652	608785	+	1134	3320	3578	3082	4182
GenBank:NM_001178541.3	NC_001134.8	609082	609753	-	672	3102	3290	2965	2709
GenBank:NM_001178542.3	NC_001134.8	610038	610409	+	372	2042	1803	1582	2290
GenBank:NM_001178543.1	NC_001134.8	610614	611882	-	1269	3139	3437	2902	3099
GenBank:NM_001178544.1	NC_001134.8	612236	613900	-	1665	88925	95570	92903	69822
GenBank:NM_001184541.3	NC_001134.8	614024	614173	-	150	141	170	169	99
GenBank:NM_001184643.3	NC_001134.8	614526	614630	-	105	355	307	250	190
GenBank:NM_001178545.1	NC_001134.8	615203	615856	-	654	2612	2789	2946	2343
GenBank:NM_001178546.1	NC_001134.8	616127	618523	-	2397	6945	7272	7243	6253
GenBank:NM_001178547.3	NC_001134.8	618909	620303	+	1395	13622	12720	11432	11450
GenBank:NM_001178548.3	NC_001134.8	620872	622527	+	1656	6511	6156	6797	6367
GenBank:NM_001184542.1	NC_001134.8	622983	623147	+	165	1021	968	831	944
GenBank:NM_001178549.1	NC_001134.8	623576	624211	+	636	4195	4100	3233	4193
GenBank:NM_001184676.3	NC_001134.8	624493	624696	-	204	2296	1920	2814	1973
GenBank:NM_001178550.4	NC_001134.8	625772	628309	+	2538	4686	5151	6351	5494
GenBank:NM_001178551.2	NC_001134.8	629168	631942	+	2775	8197	9525	8175	7872
GenBank:NM_001178552.2	NC_001134.8	632254	633381	-	1128	4866	5242	4442	4114
GenBank:NM_001178553.3	NC_001134.8	633622	634836	+	1215	5501	5725	5211	5909
GenBank:NM_001178555.4	NC_001134.8	635146	636543	+	1398	20209	18866	18889	17173
GenBank:NM_001178556.1	NC_001134.8	636703	642210	-	5508	8563	10179	7824	6726
GenBank:NM_001348891.1	NC_001134.8	642583	642900	+	318	1382	1021	1023	1095
GeneID:852509	NC_001134.8	643007	643078	-	72	27	34	16	31
GeneID:852510	NC_001134.8	645167	645238	+	72	38	44	10	22
GenBank:NM_001178558.1	NC_001134.8	645550	645978	+	429	1970	1991	1848	3391
GenBank:NM_001178559.3	NC_001134.8	646158	647132	-	975	4191	3245	3523	4227
GenBank:NM_001178560.3	NC_001134.8	647886	649904	+	2019	25737	25439	32410	21600
GenBank:NM_001178561.1	NC_001134.8	650368	651192	+	825	1277	1458	1148	1141
GenBank:NM_001178562.1	NC_001134.8	651415	652998	+	1584	27580	29025	32624	19810
GenBank:NM_001178563.3	NC_001134.8;NC_001134.8	653356;653453	653368;655317	+;+	1878	6599	7290	5545	4744
GenBank:NM_001178564.3	NC_001134.8	655576	657600	-	2025	4575	4683	4218	3961
GenBank:NM_001178565.1	NC_001134.8	657832	658392	+	561	3140	2456	2640	3331
GenBank:NM_001178566.1	NC_001134.8	658707	662249	-	3543	14892	17646	12270	10990
GenBank:NM_001178567.3	NC_001134.8;NC_001134.8	662499;663003	662581;663303	-;-	384	6	10	16	7
GenBank:NM_001178568.3	NC_001134.8	662995	664677	-	1683	3012	3079	2558	2772
GenBank:NM_001178569.1	NC_001134.8	665153	666253	-	1101	26886	27315	36629	32054
GenBank:NM_001184644.1	NC_001134.8	666538	666642	+	105	303	284	369	527
GenBank:NM_001178570.3	NC_001134.8	666720	668351	-	1632	15272	15784	15631	16008
GenBank:NM_001178571.3	NC_001134.8	668663	670297	-	1635	3282	3905	3124	2683
GenBank:NM_001178573.1	NC_001134.8	670627	673329	+	2703	5078	5320	5293	4355
GenBank:NM_001178575.1	NC_001134.8	673572	675134	-	1563	3905	4454	3568	3899
GenBank:NM_001178576.3	NC_001134.8	675313	676227	+	915	2791	2889	2134	2303
GenBank:NM_001178577.3	NC_001134.8	676357	679221	-	2865	6891	6929	7347	7024
GenBank:NM_001178578.1	NC_001134.8;NC_001134.8	679549;680040	679942;680050	-;-	405	58734	54854	68358	78022
GenBank:NM_001184673.1	NC_001134.8	680362	680562	+	201	4231	4555	2605	2343
GenBank:NR_132154.1	NC_001134.8	680688	681862	-	1175	23112	21814	15317	15886
GenBank:NM_001178579.3	NC_001134.8	682179	683090	-	912	4929	4975	5375	4676
GenBank:NM_001178581.3	NC_001134.8	683428	684669	+	1242	2353	2566	2900	2876
GenBank:NM_001184461.1	NC_001134.8	684977	685261	+	285	4794	3928	4248	7568
GenBank:NM_001178582.1	NC_001134.8	685438	686592	-	1155	8949	8921	8947	8205
GenBank:NM_001178583.3	NC_001134.8	686901	690263	+	3363	7591	7751	7801	6671
GenBank:NM_001178584.3	NC_001134.8	690383	691693	-	1311	5470	5496	4487	5258
GenBank:NM_001178585.1	NC_001134.8	691969	694518	+	2550	7396	7947	6047	5217
GenBank:NM_001178586.1	NC_001134.8	695107	697302	-	2196	2149	2298	1579	1634
GenBank:NM_001178587.3	NC_001134.8	698354	699943	-	1590	913	1217	1095	1263
GenBank:NM_001178588.3	NC_001134.8	700490	701842	-	1353	1600	1644	1267	1183
GenBank:NM_001178589.1	NC_001134.8	702589	704055	-	1467	23013	19835	31199	21773
GenBank:NM_001178590.1	NC_001134.8	704670	705386	+	717	4361	4166	4084	4526
GenBank:NM_001178591.3	NC_001134.8	705447	706793	-	1347	3625	4172	3108	3555
GenBank:NM_001178592.3	NC_001134.8	707528	708016	+	489	2407	2171	2090	3005
GenBank:NM_001178593.1	NC_001134.8	708150	711539	-	3390	6056	6554	5870	5489
GenBank:NM_001178594.1	NC_001134.8	711591	712754	+	1164	3846	4320	3404	3485
GenBank:NM_001178595.3	NC_001134.8	713004	714455	-	1452	5653	5982	4678	4583
GenBank:NM_001178596.3	NC_001134.8	714807	716465	-	1659	4101	4733	3968	4285
GenBank:NM_001178597.1	NC_001134.8	716882	717994	-	1113	10632	11985	9038	8334
GenBank:NM_001178598.1	NC_001134.8	719033	720604	+	1572	979	1123	700	728
GenBank:NM_001178599.3	NC_001134.8	721390	722313	+	924	4830	5136	4692	6278
GenBank:NM_001178600.3	NC_001134.8	722611	723054	+	444	2688	2839	2386	4504
GenBank:NM_001178601.1	NC_001134.8	723270	723635	+	366	3267	2895	3238	4078
GenBank:NM_001178602.1	NC_001134.8	723736	724263	-	528	2642	2385	1822	2757
GenBank:NM_001178603.3	NC_001134.8	724456	726540	+	2085	5385	5777	5177	4851
GenBank:NM_001184510.3	NC_001134.8;NC_001134.8	726618;727012	726917;727074	-;-	363	13064	13723	11131	12010
GenBank:NM_001178604.1	NC_001134.8	727386	728102	-	717	12419	10657	10983	13657
GenBank:NM_001178605.1	NC_001134.8	728885	729724	+	840	5550	4655	4633	3932
GenBank:NM_001178606.3	NC_001134.8	729734	730162	-	429	2400	2054	1691	2231
GenBank:NM_001178607.3	NC_001134.8	730387	732453	+	2067	3079	2810	2634	2676
GenBank:NM_001178608.1	NC_001134.8	732639	734639	-	2001	5201	5578	4823	3872
GenBank:NM_001178609.1	NC_001134.8	734832	735530	-	699	2596	3062	2275	3036
GenBank:NM_001178610.3	NC_001134.8	735720	736040	-	321	8752	9190	7306	10453
GenBank:NM_001178611.3	NC_001134.8	736264	737736	+	1473	15041	16514	16528	14547
GenBank:NM_001178612.1	NC_001134.8	737770	738369	-	600	2614	2794	2133	2435
GenBank:NM_001178613.2	NC_001134.8	738582	739544	+	963	8588	8208	10807	8803
GenBank:NM_001178615.4	NC_001134.8	739841	741022	+	1182	3429	3972	3410	3136
GenBank:NM_001395042.1	NC_001134.8	739936	740388	-	453	0	0	0	0
GenBank:NM_001178616.3	NC_001134.8	741299	741616	+	318	4070	4339	3588	6884
GenBank:NM_001178617.1	NC_001134.8	742160	742576	-	417	12749	12874	13549	10779
GenBank:NM_001178618.2	NC_001134.8	742761	744398	-	1638	2853	3060	2551	2359
GenBank:NM_001178619.3	NC_001134.8	744852	746111	+	1260	2817	3016	2212	2216
GenBank:NM_001178620.3	NC_001134.8	746361	747803	-	1443	5102	5171	4287	4770
GenBank:NM_001178621.1	NC_001134.8	748061	749371	-	1311	8908	9362	8402	6559
GenBank:NM_001178622.1	NC_001134.8	749594	751177	+	1584	4770	5176	3896	4104
GenBank:NM_001178623.4	NC_001134.8	751356	757106	-	5751	4182	5000	4246	4144
GenBank:NM_001178624.3	NC_001134.8	757620	760043	-	2424	7978	8694	8335	8236
GenBank:NM_001178626.1	NC_001134.8	760294	760899	+	606	6876	5852	6113	7165
GenBank:NM_001178627.1	NC_001134.8	761257	762594	+	1338	6094	6560	6629	7248
GenBank:NM_001178628.3	NC_001134.8	762784	764697	-	1914	12073	11045	15416	9507
GenBank:NM_001178629.3	NC_001134.8	764970	767606	-	2637	4211	4249	3728	3389
GenBank:NM_001178630.1	NC_001134.8	768240	768680	+	441	4052	3923	3153	4561
GenBank:NM_001178631.1	NC_001134.8	768943	770415	-	1473	17335	17071	16273	18681
GenBank:NM_001178632.3	NC_001134.8	771239	773632	+	2394	5302	5882	3213	3131
GenBank:NM_001178633.4	NC_001134.8	773922	774356	+	435	3957	3996	2975	3686
GenBank:NM_001178634.1	NC_001134.8	774700	776313	+	1614	46393	45474	55406	51403
GenBank:NM_001178635.1	NC_001134.8	776571	777854	+	1284	11817	12100	10183	9363
GenBank:NM_001178636.4	NC_001134.8	778012	779463	-	1452	2603	2702	2792	4297
GenBank:NM_001178637.4	NC_001134.8	779667	782384	+	2718	4988	4810	5361	3973
GenBank:NM_001178638.1	NC_001134.8	782591	783556	+	966	7931	8155	6728	7962
GenBank:NM_001178639.1	NC_001134.8	783673	784572	-	900	4199	4609	3737	5016
GenBank:NM_001348892.1	NC_001134.8	784702	785073	-	372	335	333	302	322
GenBank:NM_001178641.3	NC_001134.8	787006	788430	+	1425	3318	3648	2603	2669
GenBank:NM_001178642.3	NC_001134.8	789235	791814	+	2580	4477	5669	3617	3325
GenBank:NM_001178643.2	NC_001134.8	792849	796499	+	3651	17038	17129	16081	13790
GenBank:NM_001178644.1	NC_001134.8	796798	798522	-	1725	1953	2084	4293	3089
GenBank:NM_001184587.3	NC_001134.8	800123	800242	-	120	167	181	185	258
GenBank:NM_001178645.3	NC_001134.8	800523	801929	+	1407	7358	9015	7689	9549
GenBank:NM_001178646.1	NC_001134.8	802631	804475	-	1845	34417	51597	14112	18901
GenBank:NM_001184588.1	NC_001134.8	805035	805256	-	222	9	17	22	15
GenBank:NM_001178647.3	NC_001134.8	805351	807105	+	1755	9463	17956	1849	3560
GenBank:NM_001178649.3	NC_001134.8	809057	809419	+	363	201	218	250	289
GenBank:NM_001178650.1	NC_001134.8	810340	811479	-	1140	151	181	122	203
SGD:S000000580	NC_001135.5	2126	2566	+	441	0	0	0	0
SGD:S000000579	NC_001135.5	2824	3750	+	927	1	2	1	2
GenBank:NM_001178711.1	NC_001135.5	6479	8326	-	1848	0	3	4	10
GenBank:NM_001178710.1	NC_001135.5	9706	11082	+	1377	2	4	0	0
GenBank:NM_001178709.1	NC_001135.5	11503	12285	-	783	0	0	0	1
GenBank:NM_001178708.1	NC_001135.5	12386	13018	-	633	0	2	0	1
GenBank:NM_001178707.1	NC_001135.5	13282	13809	+	528	0	0	0	0
GenBank:NM_001178706.1	NC_001135.5	15798	16880	-	1083	24569	21846	41009	33724
GenBank:NM_001178705.1	NC_001135.5	17290	18561	+	1272	2187	2393	1821	1623
GenBank:NM_001178704.1	NC_001135.5	18816	22106	-	3291	2383	2816	3096	3605
GenBank:NM_001178703.1	NC_001135.5	22429	23379	-	951	6542	7090	5596	6947
GenBank:NM_001178702.1	NC_001135.5	23523	23981	-	459	324	331	310	490
GenBank:NM_001184528.1	NC_001135.5	23584	23925	+	342	0	0	0	0
GenBank:NM_001184448.1	NC_001135.5	24032	24325	-	294	7227	7848	8673	10650
GenBank:NM_001178701.1	NC_001135.5	24768	26906	+	2139	16708	16864	20059	16819
GenBank:NM_001178700.1	NC_001135.5	26925	27359	-	435	6316	5322	4905	5436
GenBank:NM_001178699.1	NC_001135.5	27929	28936	+	1008	10472	8214	9811	8968
GenBank:NM_001305014.1	NC_001135.5	30910	30996	+	87	352	473	586	2387
GenBank:NM_001178698.1	NC_001135.5	31449	33974	+	2526	7284	7855	6325	8470
GenBank:NM_001178697.1	NC_001135.5	34143	35393	-	1251	9618	10022	9433	7695
GenBank:NM_001178696.1	NC_001135.5	35865	37616	+	1752	5226	5412	5561	4812
GenBank:NM_001178695.1	NC_001135.5	37836	38801	-	966	11725	13147	10220	12156
GenBank:NM_001178694.1	NC_001135.5	39786	40724	-	939	6703	6897	5588	6065
GenBank:NM_001184678.1	NC_001135.5	41488	41727	+	240	21205	12598	26946	24958
GenBank:NM_001178693.1	NC_001135.5	42165	43556	+	1392	1300	1386	980	1217
GenBank:NM_001178692.1	NC_001135.5	43661	44437	-	777	2313	2478	1636	2379
GenBank:NM_001178690.1	NC_001135.5	44623	46905	-	2283	13202	11888	12647	10636
GenBank:NM_001178689.1	NC_001135.5	47111	48364	-	1254	5893	6820	5700	4557
GenBank:NM_001178688.1	NC_001135.5	48653	50221	-	1569	67868	81541	56977	52172
GenBank:NM_001178687.1	NC_001135.5	50584	50943	+	360	111	116	84	87
GenBank:NM_001178685.1	NC_001135.5	50838	52340	+	1503	75098	91875	44122	38185
GenBank:NM_001178684.1	NC_001135.5	52645	54882	+	2238	9126	9041	10639	7955
GenBank:NM_001178683.1	NC_001135.5	54941	56527	-	1587	9111	9339	8659	6685
GenBank:NM_001178682.1	NC_001135.5	57374	58678	-	1305	333	421	247	338
GenBank:NM_001178681.1	NC_001135.5	59026	60726	+	1701	1815	2080	2556	4472
GenBank:NM_001178680.1	NC_001135.5	60841	61173	-	333	21512	20587	22227	23434
GenBank:NM_001178679.1	NC_001135.5	61658	62722	+	1065	8841	8884	6645	6538
GenBank:NM_001178678.1	NC_001135.5	62776	63282	-	507	11025	9846	9936	10084
GenBank:NM_001178677.1	NC_001135.5	63441	64481	+	1041	5177	4733	4876	3670
GenBank:NM_001178676.1	NC_001135.5	64675	65568	-	894	6915	6682	6039	7152
GenBank:NM_001178675.1	NC_001135.5	65934	68333	-	2400	7109	9485	5490	5823
GenBank:NM_001178674.1	NC_001135.5	68599	69921	-	1323	3196	3269	2967	2692
GenBank:NM_001178673.1	NC_001135.5	70150	71367	+	1218	11729	12237	13122	10770
GenBank:NM_001178672.1	NC_001135.5	71803	73341	+	1539	1238	1327	1110	1237
GenBank:NM_001184449.1	NC_001135.5	73405	73986	-	582	1378	1917	1930	2842
GenBank:NM_001178713.1	NC_001135.5	74704	75285	-	582	219	234	160	262
GenBank:NM_001178671.1	NC_001135.5	76018	77919	-	1902	18000	22839	12115	13568
GenBank:NM_001178670.1	NC_001135.5	79162	82275	+	3114	3102	3333	4590	5078
GeneID:850337	NC_001135.5	82462	82533	-	72	27	44	16	18
